OTU id	GC content	stem length	length of U-rich sequence	# of prediction / CDS	# of prediction / KB in IGR	gene length	loop length	gene number	genome size	igr length	# downstream	# threeprime	Taxonomy
OTU-40274	48.52607	11	5	0.111	1.998	1633437	5	1947	1871675	238238	151	66	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005
OTU-40285	66.7865499999999	13	3	0.397	5.167	3528678	4	3725	3907412	378734	1050	427	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp003075315
OTU-40294	68.38703	13	0	0.302	3.355	3522525	4	4120	3939249	416724	795	449	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__UBA6912 sp002450985
OTU-40343	30.52527	10	7	0.132	2.193	1661202	5	1655	1756490	95288	97	122	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002167525
OTU-40355	69.33198	13	0	0.399	4.443	4387710	4	4623	4945221	557511	1191	653	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__
OTU-40359	37.72801	13	7	0.221	2.675	2025654	5	2144	2207327	181673	292	181	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA10324;g__UBA10324;s__UBA10324 sp003455275
OTU-40372	48.4145599999999	12	6	0.151	2.051	1415673	6	1458	1546361	130688	151	69	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__GCA-2747805;s__GCA-2747805 sp002747805
OTU-40379	72.41296	16	0	0.487	4.214	4576962	4	4723	5311812	734850	1761	537	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp000424845
OTU-40381	69.42235	13	0	0.394	5.596	2822760	4	2897	3085112	262352	775	365	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter arseniciresistens
OTU-40389	69.17772	13	3	0.413	5.031	6182019	4	6172	6889693	707674	1807	742	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__
OTU-40426	42.21063	14	8	0.443	4.291	1655724	4	1775	1874337	218613	448	338	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001587175
OTU-40454	59.82062	14	5	0.469	5.529	1616526	4	1570	1830842	214316	593	144	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-40463	52.0806999999999	14	6	0.378	4.677	1684524	4.5	1744	1880790	196266	476	183	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__
OTU-40483	38.0056899999999	10	7	0.142	1.675	1496697	5	1740	1688963	192266	142	105	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_D;s__Prochlorococcus_D marinus_B
OTU-40526	60.8050899999999	15	4	0.43	4.708	1403679	4	1427	1615870	212191	507	106	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp001604115
OTU-40530	50.29133	11	6	0.182	3.246	7321500	4	6601	7898456	576956	763	436	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__UBA8621 sp001898505
OTU-40531	38.6776799999999	12	6	0.264	2.664	3269859	4	3186	3661802	391943	578	262	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__;s__
OTU-40548	58.7285799999999	13	5	0.261	3.458	3014052	4	3542	3328953	314901	567	358	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__S15B-MN24;f__UBA8530;g__UBA8530;s__UBA8530 sp003503675
OTU-40553	41.5316299999999	11	7	0.137	1.97	2292333	5	2228	2466972	174639	190	116	d__Bacteria;p__Marinisomatota;c__AB16;o__AB16;f__46-47;g__46-47;s__46-47 sp002452555
OTU-40572	30.9687	12	9	0.09	2.001	1306275	4	1286	1353240	46965	41	75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2863085;s__GCA-2863085 sp002863085
OTU-40575	64.28575	14	4	0.523	5.165	2148261	4	2204	2477004	328743	920	233	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002305035
OTU-40593	42.55851	15	6	0.25	3.014	2842911	5	3028	3164730	321819	492	264	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp001517425
OTU-40597	66.62829	13	0	0.358	3.77	4231356	4	4595	4778327	546971	1177	470	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Defluviimonas_A;s__
OTU-40599	69.3414799999999	16	0	0.336	3.512	8588319	4	8566	9537556	949237	1916	961	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia spinosispora
OTU-40604	53.80027	12	5	0.423	4.128	3665055	4	3781	4219992	554937	1278	322	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leminorella;s__Leminorella grimontii
OTU-40605	45.6426299999999	12	6	0.19	1.515	4850370	5	4888	5800571	950201	728	203	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A japonicus
OTU-40622	62.4040999999999	14	4	0.282	3.26	2520189	5	2813	2793850	273661	472	321	d__Bacteria;p__Firmicutes_K;c__Alicyclobacillia;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Alicyclobacillus sendaiensis
OTU-40633	63.5442	13	3	0.419	4.105	6539118	4	7398	7575111	1035993	2385	713	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp003020115
OTU-40647	72.11614	17	0	0.439	4.186	6413556	4	6242	7185375	771819	1861	881	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora eburnea
OTU-40648	73.92022	15	0	0.381	4.201	4518927	4	4711	4992138	473211	1125	670	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus ruber
OTU-40698	35.26345	10	7	0.144	1.565	1236486	5	1473	1398838	162352	119	93	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__AG-363-N16;s__AG-363-N16 sp003280135
OTU-40703	65.41251	13	3	0.406	4.461	4796841	4	4936	5435234	638393	1450	555	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_B;s__Pseudomonas_B sp001512295
OTU-40709	63.5765399999999	12	4	0.219	3.878	3970167	4	4267	4256130	285963	569	366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas sp001801685
OTU-40714	51.82675	12	5	0.365	2.759	4751961	5	4488	5708899	956938	1307	330	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__;s__
OTU-40717	60.4282	12	4	0.226	3.269	2319663	5	2366	2522797	203134	365	169	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii
OTU-40750	61.93828	11	4	0.235	3.728	1702491	4	1871	1834214	131723	265	174	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp002422455
OTU-40753	62.20127	12	3	0.27	3.665	2713515	4	2948	2976256	262741	548	247	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp002280555
OTU-40758	70.80613	13	0	0.482	5.108	2448204	4	2529	2764764	316560	861	358	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__
OTU-40761	67.35352	13	0	0.228	2.804	2461143	4	2823	2758577	297434	414	229	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__
OTU-40764	71.00477	15	0	0.412	3.796	7574112	4	7947	8720845	1146733	2424	847	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp002813405
OTU-40783	65.6637399999999	12	3	0.324	4.015	3179016	5	3421	3502776	323760	751	358	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nioella;s__
OTU-40788	38.9479399999999	13	8	0.513	4.587	3671184	5	3815	4308695	637511	1714	243	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium iliopiscarium
OTU-40895	40.39331	13	7	0.405	4.15	2885826	4	3085	3300815	414989	973	277	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__
OTU-40945	28.2442599999999	15	8	0.277	3.796	943221	5	1015	1021727	78506	155	126	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__
OTU-40947	56.0346099999999	12	4	0.196	2.363	4043049	4	3849	4388855	345806	491	265	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__UBA2679;s__UBA2679 sp002354735
OTU-4095	38.1614099999999	15	8	0.223	3.075	2423547	5	2578	2658355	234808	378	196	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp000318275
OTU-40957	56.4203799999999	14	5	0.282	3.762	1294197	4	1233	1443321	149124	288	60	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__Bacteroides_D;s__Bacteroides_D sp002748015
OTU-40981	33.41879	13	8	0.391	4.367	1885722	5	1932	2108978	223256	581	175	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Histophilus;s__
OTU-40983	37.5183399999999	14	8	0.33	3.304	1526166	5	1748	1723532	197366	370	206	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__
OTU-41002	45.47717	15	7	0.336	4.055	2693412	6	2592	3066074	372662	688	183	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
OTU-4102	52.67156	12	6	0.394	3.728	3779142	4	3925	4316647	537505	1057	491	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter sp002358165
OTU-41032	57.7631499999999	14	7	0.408	6.685	1630008	4	1781	1819388	189380	583	144	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp900317085
OTU-41034	34.58759	14	8	0.377	3.894	4583316	5	4511	5140580	557264	1313	389	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003105115
OTU-41043	39.7626499999999	14	7	0.443	3.151	4503327	5	5154	5309094	805767	1391	891	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_W;s__Bacillus_W vireti
OTU-41059	35.64771	17	8	0.396	3.188	3068958	5	3295	3559587	490629	898	407	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus caccae
OTU-41082	56.1099899999999	16	5	0.366	4.997	2636910	4	2959	3005540	368630	858	224	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
OTU-41107	48.7416	12	5	0.326	3.948	3276516	4	3688	3825374	548858	891	313	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__RBG-16-49-23 sp001798855
OTU-41108	47.6040799999999	12	6	0.376	3.749	800076	5	954	955335	155259	274	85	d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA1568;g__UBA1568;s__UBA1568 sp001784735
OTU-41121	63.3196599999999	13	3	0.322	2.962	3760848	4	4424	4333111	572263	945	480	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__Methylosinus sp003105285
OTU-41127	62.10771	13	4	0.417	4.055	6056958	4	6498	6937494	880536	2027	680	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer;s__Ensifer sp001429285
OTU-41157	33.2555399999999	13	8	0.209	2.33	1932192	5	2459	2243743	311551	376	138	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__UBA9579;g__UBA9971;s__UBA9971 sp003499955
OTU-41167	42.6178	14	7	0.34	2.852	1940628	5	2087	2333308	392680	436	273	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus azizii
OTU-41182	56.0185799999999	16	5	0.452	4.306	1803714	5	1684	2069141	265427	673	89	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445
OTU-41225	52.01787	14	6	0.162	2.331	2740551	4	2376	2980831	240280	321	65	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;g__UBA12191;s__UBA12191 sp002167285
OTU-41236	60.12742	15	5	0.427	5.406	1870425	5	1961	2114977	244552	668	169	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-41237	61.25474	12	4	0.283	3.577	3519066	4	3783	3871907	352841	691	380	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris
OTU-41238	67.55216	13	0	0.391	4.531	3520920	4	3643	3908246	387326	983	442	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
OTU-41242	47.27715	12	6	0.225	2.238	3202881	4	3676	3734523	531642	618	208	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__UBA5173;s__
OTU-41247	44.01081	10	6	0.105	2.153	1411644	5	1661	1511483	99839	110	65	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp003535555
OTU-41275	71.36532	16	0	0.31	4.411	5062122	4	5213	5500153	438031	1086	528	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Sporichthyales;f__Sporichthyaceae;g__Sporichthya;s__Sporichthya polymorpha
OTU-41296	44.0393899999999	16	7	0.383	5.08	2991750	5	2789	3320861	329111	885	184	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__
OTU-41304	55.38295	13	6	0.279	4.891	3574950	5	3848	3908604	333654	856	218	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea;s__
OTU-41308	72.4794399999999	15	0	0.355	5.376	2483631	4	2637	2677837	194206	615	321	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus lahaulensis
OTU-41337	53.33632	10	5	0.117	1.606	2537202	5	2612	2776252	239050	213	92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2717225;s__GCA-2717225 sp002717225
OTU-41366	39.7859599999999	15	7	0.288	3.334	2647752	5	2677	2912287	264535	480	290	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_C;s__Eubacterium_C oxidoreducens
OTU-41394	55.8208	13	5	0.331	3.674	3939744	4	4411	4467006	527262	1056	405	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum oryzae
OTU-41395	38.4471399999999	12	7	0.299	4.374	2673168	4	2580	2912101	238933	512	259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_B
OTU-41406	36.4235	13	7	0.268	2.535	3645576	5	3420	4099663	454087	659	258	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Arachidicoccus;s__
OTU-41415	41.56302	14.5	7	0.366	3.082	1797636	5	1969	2128266	330630	518	202	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equi
OTU-41429	59.02631	11	3	0.219	1.968	2746296	5	3198	3206714	460418	491	208	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__QHZM01;s__QHZM01 sp003224665
OTU-41488	41.30879	14	8	0.393	4.065	1672995	4	1853	1852323	179328	378	350	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_F
OTU-41499	46.1004299999999	14	6	0.296	3.157	1999476	5	2183	2321013	321537	512	134	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__
OTU-41535	47.93541	15	6	0.256	4.581	1789545	5	1698	1946274	156729	362	73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp002492665
OTU-41568	69.75321	13	0	0.238	3.853	1397991	4	1606	1500769	102778	216	166	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp001920645
OTU-41594	63.42528	12	4	0.404	3.927	5718399	4	6351	6606257	887858	1767	798	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp002295065
OTU-41608	72.4358499999999	15	0	0.458	3.123	5057778	4	4945	5996245	938467	1658	606	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinoalloteichus;s__Actinoalloteichus cyanogriseus
OTU-41655	60.41848	14	5	0.311	4.293	4033497	5	4039	4417878	384381	893	364	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__;s__
OTU-41658	52.93179	12	6	0.217	3.451	1141905	5	1404	1272603	130698	225	80	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__
OTU-41670	38.85089	11	7	0.178	1.696	2461077	6	3152	2890313	429236	415	147	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae;g__Piscirickettsia;s__Piscirickettsia salmonis
OTU-4169	60.22485	13	5	0.477	4.984	5411355	4	5480	6124003	712648	2091	524	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E koreensis_B
OTU-41699	66.3486499999999	13	3	0.377	5.068	3594747	4	3680	3942209	347462	915	474	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A mexicana
OTU-41730	64.34254	14	4	0.282	3.789	2169885	5	2298	2384437	214552	455	192	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium fournierii
OTU-41745	51.2428099999999	13	6	0.324	4.915	2907141	5	2719	3185451	278310	583	297	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900319715
OTU-41747	47.2663	13	6	0.31	4.485	2173905	5	1992	2387511	213606	405	213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900316295
OTU-41782	31.28096	14	10	0.249	2.939	527805	5	667	560124	32319	47	119	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__;g__;s__
OTU-41793	36.46687	17	8	0.359	3.217	2148336	5	2342	2444868	296532	520	320	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__;s__
OTU-41798	61.22346	13	4	0.368	4.242	6907050	4	6762	7673868	766818	1787	700	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
OTU-41802	42.1997999999999	14	7	0.201	2.075	1972800	5	2073	2285545	312745	312	104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003508605
OTU-41811	46.4455499999999	12	6	0.181	2.771	541617	4	634	602608	60991	75	40	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__GWA1-54-10;s__GWA1-54-10 sp003135635
OTU-41840	43.0883299999999	13	7	0.313	4.143	2049828	4	1997	2214927	165099	322	304	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp002371215
OTU-41846	42.3625199999999	14	7	0.309	3.64	4182636	4	3969	4604659	422023	910	318	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__UBA1930 sp002337145
OTU-41872	59.23045	15	5	0.401	5.338	1525047	5	1849	1749483	224436	592	149	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-41873	63.7444799999999	14	3	0.405	3.186	4900890	4	5101	5801251	900361	1513	553	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp001522865
OTU-41881	56.46944	12	5	0.335	3.724	4514829	4	4819	5089824	574995	1202	410	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium rosae
OTU-41891	61.9283	11	4	0.291	4.59	3887499	4	3968	4192489	304990	729	425	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp002943465
OTU-41892	71.6388	14	0	0.323	3.851	6043749	5	6045	6620775	577026	1289	664	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__
OTU-41906	33.40908	16	7	0.428	3.723	2370537	6	2629	2746621	376084	854	271	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus petrasii
OTU-41920	42.0366099999999	13	7	0.455	4.287	3777495	5	3875	4360644	583149	1490	272	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000272145
OTU-41969	59.12498	12	5	0.37	3.969	4325157	4	4580	4910164	585007	1219	476	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_B;s__
OTU-42005	41.4735599999999	10	7	0.12	1.883	1856442	5	2108	2006170	149728	161	91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__UBA2964;s__UBA2964 sp002348425
OTU-42010	48.6870599999999	16	6	0.263	4.293	3492522	5	3625	3802096	309574	659	293	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea hylemonae
OTU-42018	54.92851	14	6	0.39	5.151	1257447	4	1379	1402276	144829	346	192	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp002362625
OTU-42027	52.6618299999999	11	4	0.173	2.337	1925409	5	2446	2165892	240483	305	119	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003221375
OTU-42043	43.92104	13	7	0.403	5.445	3565845	4	3603	3958853	393008	1131	320	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella_B;s__Taibaiella_B sp002483105
